IdCursoProg,IdCurso,IdCiclo,IdProfesor,Vacantes,Matriculados,PreCursoProg,Horario,Activo
959,C010,1988-10,P003,5,15,700.00,Vi y Sa 19-22,1
960,C011,1988-10,P027,7,13,700.00,Lu y Mi 19-22,1
961,C001,1988-10,P019,13,7,400.00,Ju 19-22 y Sa 08-11,1
962,C008,1988-10,P018,6,14,700.00,Ma y Ju 19-22,1
963,C007,1988-10,P010,8,12,700.00,Vi y Sa 19-22,1
964,C011,1988-10,P017,1,19,700.00,Lu y Mi 19-22,1
965,C007,1988-10,P022,1,19,700.00,Ju 19-22 y Sa 08-11,1
966,C002,1988-10,P008,8,12,500.00,Ma y Ju 19-22,1
967,C003,1988-10,P001,13,7,700.00,Ju 19-22 y Sa 08-11,1
968,C010,1988-10,P009,9,11,700.00,Ju 19-22 y Sa 08-11,1
969,C004,1988-10,P040,1,19,700.00,Lu y Mi 19-22,1
970,C011,1988-10,P014,1,19,700.00,Ju 19-22 y Sa 08-11,1
971,C013,1988-10,P014,9,11,700.00,Ma y Ju 19-22,1
972,C014,1988-10,P038,5,15,700.00,Lu y Mi 19-22,1
973,C009,1988-10,P013,7,13,500.00,Ju 19-22 y Sa 08-11,1
974,C012,1988-11,P024,5,15,500.00,Ma y Ju 19-22,1
975,C014,1988-11,P004,11,9,700.00,Lu y Mi 19-22,1
976,C004,1988-11,P030,8,12,700.00,Ma y Ju 19-22,1
977,C007,1988-11,P011,13,7,700.00,Lu y Mi 19-22,1
978,C001,1988-11,P038,6,14,400.00,Vi y Sa 19-22,1
979,C012,1988-11,P026,7,13,500.00,Ma y Ju 19-22,1
980,C010,1988-11,P034,13,7,700.00,Ma y Ju 19-22,1
981,C001,1988-11,P027,1,19,400.00,Ma y Ju 19-22,1
982,C012,1988-11,P035,4,16,500.00,Ma y Ju 19-22,1
983,C006,1988-11,P023,9,11,700.00,Ju 19-22 y Sa 08-11,1
984,C004,1988-11,P033,5,15,700.00,Ju 19-22 y Sa 08-11,1
985,C008,1988-11,P042,5,15,700.00,Lu y Mi 19-22,1
986,C014,1988-11,P030,9,11,700.00,Vi y Sa 19-22,1
987,C014,1988-11,P023,2,18,700.00,Ma y Ju 19-22,1
988,C013,1988-11,P001,2,18,700.00,Vi y Sa 19-22,1
989,C013,1988-11,P020,1,19,700.00,Ma y Ju 19-22,1
990,C009,1988-12,P025,4,16,500.00,Ju 19-22 y Sa 08-11,1
991,C013,1988-12,P029,0,20,700.00,Ju 19-22 y Sa 08-11,1
992,C012,1988-12,P026,12,8,500.00,Ju 19-22 y Sa 08-11,1
993,C003,1988-12,P030,7,13,700.00,Lu y Mi 19-22,1
994,C005,1988-12,P015,11,9,500.00,Lu y Mi 19-22,1
995,C010,1988-12,P039,4,16,700.00,Ju 19-22 y Sa 08-11,1
996,C012,1988-12,P035,5,15,500.00,Lu y Mi 19-22,1
997,C011,1988-12,P040,1,19,700.00,Vi y Sa 19-22,1
998,C004,1988-12,P030,2,18,700.00,Ju 19-22 y Sa 08-11,1
999,C007,1988-12,P033,11,9,700.00,Vi y Sa 19-22,1
1000,C006,1988-12,P041,9,11,700.00,Ma y Ju 19-22,1
1001,C013,1988-12,P027,5,15,700.00,Vi y Sa 19-22,1
1002,C006,1988-12,P039,1,19,700.00,Ju 19-22 y Sa 08-11,1
1003,C005,1988-12,P014,11,9,500.00,Ma y Ju 19-22,1
1004,C009,1988-12,P003,4,16,500.00,Ju 19-22 y Sa 08-11,1
1005,C005,1988-12,P029,3,17,500.00,Ma y Ju 19-22,1
1006,C007,1988-12,P024,10,10,700.00,Vi y Sa 19-22,1
1007,C009,1988-12,P031,10,10,500.00,Vi y Sa 19-22,1
1008,C011,1988-12,P035,8,12,700.00,Vi y Sa 19-22,1
1009,C001,1989-01,P006,10,10,400.00,Ju 19-22 y Sa 08-11,1
1010,C012,1989-01,P007,0,20,500.00,Ma y Ju 19-22,1
1011,C008,1989-01,P034,7,13,700.00,Lu y Mi 19-22,1
1012,C003,1989-01,P026,2,18,700.00,Ma y Ju 19-22,1
1013,C003,1989-01,P024,11,9,700.00,Ju 19-22 y Sa 08-11,1
1014,C007,1989-01,P042,8,12,700.00,Ju 19-22 y Sa 08-11,1
1015,C003,1989-01,P027,5,15,700.00,Vi y Sa 19-22,1
1016,C014,1989-01,P027,0,20,700.00,Vi y Sa 19-22,1
1017,C014,1989-01,P017,7,13,700.00,Ju 19-22 y Sa 08-11,1
1018,C013,1989-01,P039,11,9,700.00,Vi y Sa 19-22,1
1019,C004,1989-01,P029,4,16,700.00,Ju 19-22 y Sa 08-11,1
1020,C012,1989-01,P034,4,16,500.00,Lu y Mi 19-22,1
1021,C010,1989-01,P040,1,19,700.00,Vi y Sa 19-22,1
1022,C011,1989-01,P038,3,17,700.00,Ma y Ju 19-22,1
1023,C010,1989-01,P006,10,10,700.00,Ju 19-22 y Sa 08-11,1
1024,C013,1989-01,P025,9,11,700.00,Lu y Mi 19-22,1
1025,C006,1989-01,P006,10,10,700.00,Lu y Mi 19-22,1
1026,C013,1989-01,P025,2,18,700.00,Lu y Mi 19-22,1
1027,C002,1989-01,P018,0,20,500.00,Ju 19-22 y Sa 08-11,1
1028,C006,1989-01,P012,7,13,700.00,Ju 19-22 y Sa 08-11,1
1029,C014,1989-01,P015,1,19,700.00,Vi y Sa 19-22,1
1030,C002,1989-01,P016,11,9,500.00,Ju 19-22 y Sa 08-11,1
1031,C006,1989-02,P012,11,9,700.00,Vi y Sa 19-22,1
1032,C006,1989-02,P032,11,9,700.00,Ma y Ju 19-22,1
1033,C009,1989-02,P033,0,20,500.00,Ju 19-22 y Sa 08-11,1
1034,C007,1989-02,P018,7,13,700.00,Ju 19-22 y Sa 08-11,1
1035,C003,1989-02,P031,11,9,700.00,Lu y Mi 19-22,1
1036,C006,1989-02,P012,5,15,700.00,Vi y Sa 19-22,1
1037,C014,1989-02,P030,3,17,700.00,Lu y Mi 19-22,1
1038,C005,1989-02,P039,6,14,500.00,Lu y Mi 19-22,1
1039,C007,1989-02,P035,11,9,700.00,Vi y Sa 19-22,1
1040,C009,1989-02,P009,7,13,500.00,Lu y Mi 19-22,1
1041,C008,1989-02,P027,2,18,700.00,Ma y Ju 19-22,1
1042,C001,1989-02,P017,3,17,400.00,Ma y Ju 19-22,1
1043,C008,1989-02,P042,10,10,700.00,Vi y Sa 19-22,1
1044,C003,1989-02,P012,4,16,700.00,Vi y Sa 19-22,1
1045,C009,1989-02,P016,1,19,500.00,Ma y Ju 19-22,1
1046,C001,1989-02,P004,1,19,400.00,Ju 19-22 y Sa 08-11,1
1047,C002,1989-02,P039,4,16,500.00,Vi y Sa 19-22,1
1048,C013,1989-02,P027,7,13,700.00,Lu y Mi 19-22,1
1049,C013,1989-02,P042,13,7,700.00,Ju 19-22 y Sa 08-11,1
1050,C009,1989-02,P039,0,20,500.00,Vi y Sa 19-22,1
1051,C004,1989-03,P019,8,12,700.00,Lu y Mi 19-22,1
1052,C008,1989-03,P042,8,12,700.00,Vi y Sa 19-22,1
1053,C013,1989-03,P021,2,18,700.00,Ju 19-22 y Sa 08-11,1
1054,C014,1989-03,P032,9,11,700.00,Lu y Mi 19-22,1
1055,C013,1989-03,P029,4,16,700.00,Ma y Ju 19-22,1
1056,C009,1989-03,P010,5,15,500.00,Lu y Mi 19-22,1
1057,C010,1989-03,P017,11,9,700.00,Vi y Sa 19-22,1
1058,C008,1989-03,P013,12,8,700.00,Ma y Ju 19-22,1
1059,C005,1989-03,P003,13,7,500.00,Ju 19-22 y Sa 08-11,1
1060,C014,1989-03,P010,10,10,700.00,Vi y Sa 19-22,1
1061,C012,1989-03,P002,9,11,500.00,Ma y Ju 19-22,1
1062,C008,1989-03,P036,10,10,700.00,Ma y Ju 19-22,1
1063,C006,1989-03,P027,8,12,700.00,Ju 19-22 y Sa 08-11,1
1064,C014,1989-03,P033,10,10,700.00,Ju 19-22 y Sa 08-11,1
1065,C013,1989-03,P003,4,16,700.00,Ju 19-22 y Sa 08-11,1
1066,C005,1989-03,P018,8,12,500.00,Ju 19-22 y Sa 08-11,1
1067,C014,1989-03,P013,4,16,700.00,Vi y Sa 19-22,1
1068,C008,1989-03,P019,9,11,700.00,Ma y Ju 19-22,1
1069,C009,1989-03,P015,1,19,500.00,Ju 19-22 y Sa 08-11,1
1070,C005,1989-03,P025,13,7,500.00,Lu y Mi 19-22,1
1071,C003,1989-04,P020,12,8,700.00,Ju 19-22 y Sa 08-11,1
1072,C010,1989-04,P033,1,19,700.00,Lu y Mi 19-22,1
1073,C002,1989-04,P027,13,7,500.00,Vi y Sa 19-22,1
1074,C006,1989-04,P025,0,20,700.00,Ma y Ju 19-22,1
1075,C013,1989-04,P017,4,16,700.00,Vi y Sa 19-22,1
1076,C002,1989-04,P034,0,20,500.00,Vi y Sa 19-22,1
1077,C006,1989-04,P003,0,20,700.00,Ju 19-22 y Sa 08-11,1
1078,C006,1989-04,P010,4,16,700.00,Lu y Mi 19-22,1
1079,C002,1989-04,P011,1,19,500.00,Vi y Sa 19-22,1
1080,C001,1989-04,P005,1,19,400.00,Ma y Ju 19-22,1
1081,C014,1989-04,P014,7,13,700.00,Vi y Sa 19-22,1
1082,C006,1989-04,P022,11,9,700.00,Ma y Ju 19-22,1
1083,C004,1989-04,P030,3,17,700.00,Ma y Ju 19-22,1
1084,C001,1989-04,P017,7,13,400.00,Ma y Ju 19-22,1
1085,C012,1989-04,P002,3,17,500.00,Ma y Ju 19-22,1
1086,C002,1989-04,P018,1,19,500.00,Ma y Ju 19-22,1
1087,C006,1989-04,P037,13,7,700.00,Vi y Sa 19-22,1
1088,C014,1989-05,P026,12,8,700.00,Lu y Mi 19-22,1
1089,C002,1989-05,P036,4,16,500.00,Lu y Mi 19-22,1
1090,C004,1989-05,P018,8,12,700.00,Ma y Ju 19-22,1
1091,C003,1989-05,P028,4,16,700.00,Ju 19-22 y Sa 08-11,1
1092,C005,1989-05,P001,2,18,500.00,Vi y Sa 19-22,1
1093,C009,1989-05,P015,6,14,500.00,Lu y Mi 19-22,1
1094,C004,1989-05,P020,13,7,700.00,Ma y Ju 19-22,1
1095,C005,1989-05,P033,3,17,500.00,Ma y Ju 19-22,1
1096,C005,1989-05,P003,1,19,500.00,Ju 19-22 y Sa 08-11,1
1097,C007,1989-05,P009,0,20,700.00,Ju 19-22 y Sa 08-11,1
1098,C008,1989-05,P027,4,16,700.00,Ma y Ju 19-22,1
1099,C013,1989-05,P025,6,14,700.00,Lu y Mi 19-22,1
1100,C014,1989-05,P027,4,16,700.00,Ju 19-22 y Sa 08-11,1
1101,C009,1989-05,P028,2,18,500.00,Lu y Mi 19-22,1
1102,C001,1989-05,P004,5,15,400.00,Lu y Mi 19-22,1
1103,C009,1989-05,P029,1,19,500.00,Vi y Sa 19-22,1
1104,C014,1989-06,P041,2,18,700.00,Lu y Mi 19-22,1
1105,C002,1989-06,P016,7,13,500.00,Ma y Ju 19-22,1
1106,C008,1989-06,P026,13,7,700.00,Vi y Sa 19-22,1
1107,C013,1989-06,P019,0,20,700.00,Lu y Mi 19-22,1
1108,C014,1989-06,P022,6,14,700.00,Ju 19-22 y Sa 08-11,1
1109,C012,1989-06,P029,13,7,500.00,Ma y Ju 19-22,1
1110,C007,1989-06,P036,4,16,700.00,Ma y Ju 19-22,1
1111,C007,1989-06,P037,13,7,700.00,Ma y Ju 19-22,1
1112,C008,1989-06,P012,3,17,700.00,Ma y Ju 19-22,1
1113,C009,1989-06,P042,0,20,500.00,Vi y Sa 19-22,1
1114,C012,1989-06,P007,9,11,500.00,Ju 19-22 y Sa 08-11,1
1115,C008,1989-06,P036,4,16,700.00,Vi y Sa 19-22,1
1116,C013,1989-06,P037,4,16,700.00,Ju 19-22 y Sa 08-11,1
1117,C001,1989-06,P012,12,8,400.00,Ju 19-22 y Sa 08-11,1
1118,C006,1989-06,P003,11,9,700.00,Lu y Mi 19-22,1
1119,C004,1989-06,P002,6,14,700.00,Ju 19-22 y Sa 08-11,1
1120,C012,1989-06,P020,6,14,500.00,Ma y Ju 19-22,1
1121,C004,1989-06,P040,4,16,700.00,Ju 19-22 y Sa 08-11,1
1122,C013,1989-06,P014,12,8,700.00,Vi y Sa 19-22,1
1123,C008,1989-06,P030,12,8,700.00,Vi y Sa 19-22,1
1124,C004,1989-06,P005,8,12,700.00,Vi y Sa 19-22,1
1125,C009,1989-06,P006,0,20,500.00,Vi y Sa 19-22,1
1126,C012,1989-07,P007,2,18,500.00,Lu y Mi 19-22,1
1127,C007,1989-07,P003,12,8,700.00,Vi y Sa 19-22,1
1128,C012,1989-07,P009,3,17,500.00,Vi y Sa 19-22,1
1129,C014,1989-07,P030,7,13,700.00,Ma y Ju 19-22,1
1130,C007,1989-07,P022,3,17,700.00,Ma y Ju 19-22,1
1131,C006,1989-07,P032,6,14,700.00,Ma y Ju 19-22,1
1132,C003,1989-07,P001,11,9,700.00,Vi y Sa 19-22,1
1133,C011,1989-07,P036,12,8,700.00,Lu y Mi 19-22,1
1134,C008,1989-07,P010,0,20,700.00,Lu y Mi 19-22,1
1135,C005,1989-07,P027,2,18,500.00,Ju 19-22 y Sa 08-11,1
1136,C010,1989-07,P024,9,11,700.00,Ju 19-22 y Sa 08-11,1
1137,C002,1989-07,P040,5,15,500.00,Vi y Sa 19-22,1
1138,C014,1989-07,P013,6,14,700.00,Lu y Mi 19-22,1
1139,C008,1989-07,P031,13,7,700.00,Lu y Mi 19-22,1
1140,C006,1989-07,P041,3,17,700.00,Ju 19-22 y Sa 08-11,1
1141,C003,1989-07,P036,3,17,700.00,Vi y Sa 19-22,1
1142,C009,1989-07,P006,9,11,500.00,Ma y Ju 19-22,1
1143,C007,1989-07,P011,11,9,700.00,Vi y Sa 19-22,1
1144,C011,1989-07,P001,0,20,700.00,Lu y Mi 19-22,1
1145,C004,1989-07,P023,9,11,700.00,Vi y Sa 19-22,1
1146,C014,1989-07,P034,8,12,700.00,Ju 19-22 y Sa 08-11,1
1147,C004,1989-07,P017,9,11,700.00,Vi y Sa 19-22,1
1148,C014,1989-08,P009,4,16,700.00,Ju 19-22 y Sa 08-11,1
1149,C001,1989-08,P016,2,18,400.00,Ma y Ju 19-22,1
1150,C006,1989-08,P027,0,20,700.00,Vi y Sa 19-22,1
1151,C009,1989-08,P015,2,18,500.00,Lu y Mi 19-22,1
1152,C004,1989-08,P006,13,7,700.00,Ma y Ju 19-22,1
1153,C003,1989-08,P026,13,7,700.00,Vi y Sa 19-22,1
1154,C008,1989-08,P024,8,12,700.00,Vi y Sa 19-22,1
1155,C006,1989-08,P002,12,8,700.00,Lu y Mi 19-22,1
1156,C006,1989-08,P028,13,7,700.00,Ju 19-22 y Sa 08-11,1
1157,C006,1989-08,P042,2,18,700.00,Vi y Sa 19-22,1
1158,C005,1989-08,P037,7,13,500.00,Vi y Sa 19-22,1
1159,C007,1989-08,P018,4,16,700.00,Ju 19-22 y Sa 08-11,1
1160,C005,1989-08,P035,4,16,500.00,Lu y Mi 19-22,1
1161,C013,1989-08,P009,2,18,700.00,Ma y Ju 19-22,1
1162,C007,1989-08,P036,11,9,700.00,Ma y Ju 19-22,1
1163,C003,1989-08,P014,6,14,700.00,Ju 19-22 y Sa 08-11,1
1164,C001,1989-08,P031,6,14,400.00,Vi y Sa 19-22,1
1165,C012,1989-08,P027,9,11,500.00,Vi y Sa 19-22,1
1166,C005,1989-09,P008,13,7,500.00,Ju 19-22 y Sa 08-11,1
1167,C005,1989-09,P036,3,17,500.00,Lu y Mi 19-22,1
1168,C010,1989-09,P025,6,14,700.00,Ma y Ju 19-22,1
1169,C005,1989-09,P008,13,7,500.00,Ju 19-22 y Sa 08-11,1
1170,C005,1989-09,P033,8,12,500.00,Vi y Sa 19-22,1
1171,C006,1989-09,P037,3,17,700.00,Ma y Ju 19-22,1
1172,C008,1989-09,P035,0,20,700.00,Ju 19-22 y Sa 08-11,1
1173,C007,1989-09,P036,1,19,700.00,Ma y Ju 19-22,1
1174,C007,1989-09,P035,7,13,700.00,Ju 19-22 y Sa 08-11,1
1175,C010,1989-09,P020,9,11,700.00,Lu y Mi 19-22,1
1176,C008,1989-09,P042,4,16,700.00,Ma y Ju 19-22,1
1177,C002,1989-09,P022,3,17,500.00,Ju 19-22 y Sa 08-11,1
1178,C006,1989-09,P030,7,13,700.00,Vi y Sa 19-22,1
1179,C005,1989-09,P013,5,15,500.00,Lu y Mi 19-22,1
1180,C006,1989-09,P013,8,12,700.00,Ma y Ju 19-22,1
1181,C011,1989-09,P027,8,12,700.00,Vi y Sa 19-22,1
1182,C002,1989-09,P011,6,14,500.00,Vi y Sa 19-22,1
1183,C010,1989-09,P022,0,20,700.00,Ma y Ju 19-22,1
1184,C005,1989-09,P042,6,14,500.00,Vi y Sa 19-22,1
1185,C008,1989-09,P007,11,9,700.00,Lu y Mi 19-22,1
1186,C010,1989-10,P026,1,19,700.00,Vi y Sa 19-22,1
1187,C005,1989-10,P002,1,19,500.00,Lu y Mi 19-22,1
1188,C002,1989-10,P003,2,18,500.00,Lu y Mi 19-22,1
1189,C008,1989-10,P013,11,9,700.00,Vi y Sa 19-22,1
1190,C014,1989-10,P038,10,10,700.00,Ju 19-22 y Sa 08-11,1
1191,C002,1989-10,P037,7,13,500.00,Ma y Ju 19-22,1
1192,C002,1989-10,P038,1,19,500.00,Ma y Ju 19-22,1
1193,C010,1989-10,P015,12,8,700.00,Lu y Mi 19-22,1
1194,C014,1989-10,P001,2,18,700.00,Ma y Ju 19-22,1
1195,C005,1989-10,P042,12,8,500.00,Ma y Ju 19-22,1
1196,C007,1989-10,P023,6,14,700.00,Ju 19-22 y Sa 08-11,1
1197,C013,1989-10,P039,1,19,700.00,Ju 19-22 y Sa 08-11,1
1198,C005,1989-10,P033,4,16,500.00,Ju 19-22 y Sa 08-11,1
1199,C013,1989-10,P021,5,15,700.00,Vi y Sa 19-22,1
1200,C002,1989-10,P012,10,10,500.00,Ma y Ju 19-22,1
1201,C008,1989-10,P025,5,15,700.00,Ju 19-22 y Sa 08-11,1
1202,C012,1989-10,P029,7,13,500.00,Ju 19-22 y Sa 08-11,1
1203,C013,1989-10,P007,1,19,700.00,Lu y Mi 19-22,1
1204,C012,1989-10,P032,13,7,500.00,Lu y Mi 19-22,1
1205,C006,1989-10,P027,4,16,700.00,Vi y Sa 19-22,1
1206,C002,1989-11,P017,10,10,500.00,Vi y Sa 19-22,1
1207,C001,1989-11,P012,3,17,400.00,Ma y Ju 19-22,1
1208,C003,1989-11,P040,2,18,700.00,Ju 19-22 y Sa 08-11,1
1209,C009,1989-11,P030,5,15,500.00,Ju 19-22 y Sa 08-11,1
1210,C013,1989-11,P040,11,9,700.00,Ju 19-22 y Sa 08-11,1
1211,C013,1989-11,P030,10,10,700.00,Ma y Ju 19-22,1
1212,C002,1989-11,P017,11,9,500.00,Ju 19-22 y Sa 08-11,1
1213,C005,1989-11,P042,2,18,500.00,Ma y Ju 19-22,1
1214,C001,1989-11,P037,2,18,400.00,Ju 19-22 y Sa 08-11,1
1215,C006,1989-11,P013,5,15,700.00,Lu y Mi 19-22,1
1216,C004,1989-11,P016,11,9,700.00,Ma y Ju 19-22,1
1217,C004,1989-11,P021,4,16,700.00,Ju 19-22 y Sa 08-11,1
1218,C008,1989-11,P029,3,17,700.00,Lu y Mi 19-22,1
1219,C013,1989-11,P028,4,16,700.00,Ju 19-22 y Sa 08-11,1
1220,C008,1989-11,P009,6,14,700.00,Lu y Mi 19-22,1
1221,C003,1989-11,P025,0,20,700.00,Lu y Mi 19-22,1
1222,C010,1989-11,P006,4,16,700.00,Vi y Sa 19-22,1
1223,C010,1989-11,P010,4,16,700.00,Ma y Ju 19-22,1
1224,C011,1989-11,P020,4,16,700.00,Ma y Ju 19-22,1
1225,C006,1989-12,P001,12,8,700.00,Ma y Ju 19-22,1
1226,C014,1989-12,P024,0,20,700.00,Vi y Sa 19-22,1
1227,C012,1989-12,P001,2,18,500.00,Ju 19-22 y Sa 08-11,1
1228,C008,1989-12,P019,11,9,700.00,Ju 19-22 y Sa 08-11,1
1229,C009,1989-12,P042,1,19,500.00,Ma y Ju 19-22,1
1230,C012,1989-12,P037,5,15,500.00,Lu y Mi 19-22,1
1231,C004,1989-12,P022,1,19,700.00,Vi y Sa 19-22,1
1232,C014,1989-12,P037,9,11,700.00,Lu y Mi 19-22,1
1233,C014,1989-12,P031,2,18,700.00,Vi y Sa 19-22,1
1234,C008,1989-12,P015,13,7,700.00,Ma y Ju 19-22,1
1235,C011,1989-12,P017,5,15,700.00,Ju 19-22 y Sa 08-11,1
1236,C014,1989-12,P033,5,15,700.00,Ma y Ju 19-22,1
1237,C001,1989-12,P004,13,7,400.00,Ma y Ju 19-22,1
1238,C001,1989-12,P008,0,20,400.00,Ma y Ju 19-22,1
1239,C004,1989-12,P004,13,7,700.00,Vi y Sa 19-22,1
1240,C010,1989-12,P020,5,15,700.00,Vi y Sa 19-22,1
1241,C003,1989-12,P018,10,10,700.00,Vi y Sa 19-22,1
1242,C001,1989-12,P008,2,18,400.00,Vi y Sa 19-22,1
1243,C014,1989-12,P003,3,17,700.00,Vi y Sa 19-22,1
1244,C012,1990-01,P029,9,11,500.00,Ju 19-22 y Sa 08-11,1
1245,C011,1990-01,P033,9,11,700.00,Vi y Sa 19-22,1
1246,C003,1990-01,P007,10,10,700.00,Lu y Mi 19-22,1
1247,C014,1990-01,P018,1,19,700.00,Ju 19-22 y Sa 08-11,1
1248,C010,1990-01,P009,0,20,700.00,Ju 19-22 y Sa 08-11,1
1249,C008,1990-01,P009,0,20,700.00,Vi y Sa 19-22,1
1250,C005,1990-01,P029,8,12,500.00,Vi y Sa 19-22,1
1251,C013,1990-01,P031,13,7,700.00,Ju 19-22 y Sa 08-11,1
1252,C006,1990-01,P012,12,8,700.00,Ma y Ju 19-22,1
1253,C004,1990-01,P011,0,20,700.00,Ma y Ju 19-22,1
1254,C014,1990-01,P003,13,7,700.00,Vi y Sa 19-22,1
1255,C011,1990-01,P020,11,9,700.00,Vi y Sa 19-22,1
1256,C013,1990-01,P015,0,20,700.00,Lu y Mi 19-22,1
1257,C011,1990-01,P040,5,15,700.00,Vi y Sa 19-22,1
1258,C011,1990-01,P033,3,17,700.00,Vi y Sa 19-22,1
1259,C005,1990-01,P013,7,13,500.00,Vi y Sa 19-22,1
1260,C001,1990-01,P006,9,11,400.00,Ma y Ju 19-22,1
1261,C010,1990-02,P039,0,20,700.00,Ma y Ju 19-22,1
1262,C004,1990-02,P034,13,7,700.00,Vi y Sa 19-22,1
1263,C012,1990-02,P021,13,7,500.00,Vi y Sa 19-22,1
1264,C007,1990-02,P010,13,7,700.00,Ma y Ju 19-22,1
1265,C011,1990-02,P009,0,20,700.00,Ma y Ju 19-22,1
1266,C008,1990-02,P014,0,20,700.00,Vi y Sa 19-22,1
1267,C009,1990-02,P007,9,11,500.00,Ju 19-22 y Sa 08-11,1
1268,C007,1990-02,P028,6,14,700.00,Vi y Sa 19-22,1
1269,C007,1990-02,P038,1,19,700.00,Ju 19-22 y Sa 08-11,1
1270,C012,1990-02,P010,13,7,500.00,Ma y Ju 19-22,1
1271,C004,1990-02,P039,11,9,700.00,Ju 19-22 y Sa 08-11,1
1272,C007,1990-02,P042,9,11,700.00,Ju 19-22 y Sa 08-11,1
1273,C008,1990-02,P033,1,19,700.00,Vi y Sa 19-22,1
1274,C003,1990-02,P038,9,11,700.00,Vi y Sa 19-22,1
1275,C008,1990-02,P033,9,11,700.00,Ma y Ju 19-22,1
1276,C007,1990-02,P021,13,7,700.00,Ju 19-22 y Sa 08-11,1
1277,C005,1990-02,P042,7,13,500.00,Vi y Sa 19-22,1
1278,C010,1990-02,P001,6,14,700.00,Ju 19-22 y Sa 08-11,1
1279,C013,1990-02,P037,7,13,700.00,Lu y Mi 19-22,1
1280,C004,1990-02,P001,5,15,700.00,Ma y Ju 19-22,1
1281,C011,1990-02,P029,11,9,700.00,Lu y Mi 19-22,1
1282,C008,1990-02,P042,0,20,700.00,Ju 19-22 y Sa 08-11,1
1283,C012,1990-02,P029,7,13,500.00,Vi y Sa 19-22,1
1284,C004,1990-03,P006,3,17,700.00,Lu y Mi 19-22,1
1285,C006,1990-03,P022,6,14,700.00,Vi y Sa 19-22,1
1286,C004,1990-03,P027,0,20,700.00,Vi y Sa 19-22,1
1287,C003,1990-03,P015,11,9,700.00,Vi y Sa 19-22,1
1288,C007,1990-03,P039,5,15,700.00,Ma y Ju 19-22,1
1289,C009,1990-03,P033,12,8,500.00,Vi y Sa 19-22,1
1290,C004,1990-03,P031,9,11,700.00,Vi y Sa 19-22,1
1291,C005,1990-03,P019,9,11,500.00,Ma y Ju 19-22,1
1292,C009,1990-03,P032,3,17,500.00,Lu y Mi 19-22,1
1293,C014,1990-03,P030,7,13,700.00,Vi y Sa 19-22,1
1294,C002,1990-03,P041,1,19,500.00,Ju 19-22 y Sa 08-11,1
1295,C006,1990-03,P026,10,10,700.00,Vi y Sa 19-22,1
1296,C013,1990-03,P029,10,10,700.00,Ju 19-22 y Sa 08-11,1
1297,C013,1990-03,P041,8,12,700.00,Lu y Mi 19-22,1
1298,C002,1990-03,P008,10,10,500.00,Lu y Mi 19-22,1
1299,C014,1990-03,P007,5,15,700.00,Ju 19-22 y Sa 08-11,1
1300,C010,1990-04,P030,1,19,700.00,Ma y Ju 19-22,1
1301,C004,1990-04,P001,11,9,700.00,Ju 19-22 y Sa 08-11,1
1302,C012,1990-04,P031,7,13,500.00,Ju 19-22 y Sa 08-11,1
1303,C004,1990-04,P010,4,16,700.00,Lu y Mi 19-22,1
1304,C008,1990-04,P039,2,18,700.00,Lu y Mi 19-22,1
1305,C003,1990-04,P035,11,9,700.00,Lu y Mi 19-22,1
1306,C003,1990-04,P030,12,8,700.00,Ju 19-22 y Sa 08-11,1
1307,C013,1990-04,P027,10,10,700.00,Ma y Ju 19-22,1
1308,C014,1990-04,P039,10,10,700.00,Ju 19-22 y Sa 08-11,1
1309,C001,1990-04,P014,12,8,400.00,Ma y Ju 19-22,1
1310,C011,1990-04,P038,8,12,700.00,Ma y Ju 19-22,1
1311,C014,1990-04,P032,13,7,700.00,Ma y Ju 19-22,1
1312,C002,1990-04,P029,2,18,500.00,Ma y Ju 19-22,1
1313,C001,1990-04,P002,5,15,400.00,Ma y Ju 19-22,1
1314,C011,1990-04,P036,4,16,700.00,Ma y Ju 19-22,1
1315,C013,1990-04,P031,1,19,700.00,Ma y Ju 19-22,1
1316,C003,1990-04,P007,5,15,700.00,Ma y Ju 19-22,1
1317,C013,1990-04,P027,7,13,700.00,Ma y Ju 19-22,1
1318,C014,1990-04,P021,12,8,700.00,Lu y Mi 19-22,1
1319,C005,1990-04,P036,6,14,500.00,Vi y Sa 19-22,1
1320,C011,1990-04,P010,1,19,700.00,Ma y Ju 19-22,1
1321,C008,1990-04,P001,0,20,700.00,Ju 19-22 y Sa 08-11,1
1322,C002,1990-05,P008,11,9,500.00,Vi y Sa 19-22,1
1323,C001,1990-05,P014,9,11,400.00,Vi y Sa 19-22,1
1324,C004,1990-05,P035,13,7,700.00,Ma y Ju 19-22,1
1325,C005,1990-05,P028,0,20,500.00,Lu y Mi 19-22,1
1326,C006,1990-05,P008,9,11,700.00,Ju 19-22 y Sa 08-11,1
1327,C002,1990-05,P041,4,16,500.00,Lu y Mi 19-22,1
1328,C007,1990-05,P007,2,18,700.00,Lu y Mi 19-22,1
1329,C003,1990-05,P008,13,7,700.00,Lu y Mi 19-22,1
1330,C007,1990-05,P021,3,17,700.00,Ju 19-22 y Sa 08-11,1
1331,C010,1990-05,P041,12,8,700.00,Ju 19-22 y Sa 08-11,1
1332,C001,1990-05,P029,10,10,400.00,Vi y Sa 19-22,1
